id,review_text,source,product_category,rating,label,clean_text,label_encoded
233,Refund delay support ignore.,daraz.com.np,Electronics,1.0,customer_service,refund delay support ignore,0
234,Maile wallet order gareko tara leather quality low cha customer service contact gareko.,daraz.com.np,Fashion,2.0,customer_service,maile wallet order leather quality low customer service contact,0
235,Agent le call ma sabai detail clear garyo ma satisfied chu refund ko lagi.,daraz.com.np,Home & Kitchen,5.0,customer_service,agent call sabai detail clear satisfied chu refund,0
236,Order tracking stuck cha support team le new update diyeko.,daraz.com.np,Mobile Accessories,3.0,customer_service,order tracking stuck support team new update diyeko,0
237,Return ma extra shipping charge lagyo kina hola customer care sanga sodhna paryo.,daraz.com.np,Beauty & Personal Care,1.0,customer_service,return extra shipping charge lagyo kina hola customer care sanga sodhna paryo,0
238,Maile sunglass order gareko tara scratch aayo support le new one pathauna bhanyo.,daraz.com.np,Sports & Outdoors,4.0,customer_service,maile sunglass order scratch support new one pathauna bhanyo,0
239,Daraz customer service 24/7 help garcha maile raat ko time ma ni response paye.,daraz.com.np,Books & Stationery,5.0,customer_service,daraz customer service help maile raat time response paye,0
240,Maile pants order gareko tara color fade cha refund ko lagi apply gareko.,daraz.com.np,Health & Wellness,2.0,customer_service,maile pants order color fade refund apply,0
241,Payment refund delay ma support agent le personally follow up garyo.,daraz.com.np,Groceries,4.0,customer_service,payment refund delay support agent personally follow,0
242,Item broken during delivery re customer care le compensation diyeko.,daraz.com.np,Automotive,3.0,customer_service,item broken delivery re customer care compensation diyeko,0
243,Support nai chaina bad.,daraz.com.np,Electronics,1.0,customer_service,support nai chaina bad,0
244,Cancellation after shipping bhayo tara support le return pickup arrange garyo.,daraz.com.np,Fashion,2.0,customer_service,cancellation shipping support return pickup arrange,0
245,Maile charger order gareko tara fast charging nai hudaina complaint pathaeko.,daraz.com.np,Home & Kitchen,1.0,customer_service,maile charger order fast charging nai hudaina complaint pathaeko,0
246,Customer service ko email response fast cha maile dherai appreciate garchu.,daraz.com.np,Mobile Accessories,5.0,customer_service,customer service email response fast maile dherai appreciate garchu,0
247,Order ma duplicate item aayo support sanga kura garda extra refund diyeko.,daraz.com.np,Beauty & Personal Care,4.0,customer_service,order duplicate item support sanga kura garda extra refund diyeko,0
248,Delivery address change garna mildaina support team le manually change garyo.,daraz.com.np,Sports & Outdoors,3.0,customer_service,delivery address change garna mildaina support team manually change,0
249,Refund status check garna support chat use gare thik update aayo.,daraz.com.np,Books & Stationery,4.0,customer_service,refund status check garna support chat use gare thik update,0
250,Daraz ko team le customer satisfaction dherai important maanche.,daraz.com.np,Health & Wellness,5.0,customer_service,daraz team customer satisfaction dherai important maanche,0
251,Maile blanket order gareko tara size chhoto cha exchange request gareko.,daraz.com.np,Groceries,2.0,customer_service,maile blanket order size chhoto exchange request,0
252,Paisa cut bhayo tara order cancel bhayo support lai report gare refund aayo.,daraz.com.np,Automotive,3.0,customer_service,paisa cut order cancel support report gare refund,0
253,Product quality issue ma customer service le full support diyeko.,daraz.com.np,Electronics,4.0,customer_service,product quality issue customer service full support diyeko,0
254,Return process ma dherai paperwork chahiyo tara agent le help garyo.,daraz.com.np,Fashion,3.0,customer_service,return process dherai paperwork chahiyo agent help,0
255,Maile kitchen item order gareko tara broken aayo maile claim gareko.,daraz.com.np,Home & Kitchen,1.0,customer_service,maile kitchen item order broken maile claim,0
256,Support chat ma Nepali English mix ma kura garna milda ramro huncha.,daraz.com.np,Mobile Accessories,5.0,customer_service,support chat nepali english mix kura garna milda ramro,0
257,Order confirm bhayeko tara delivery nai aayena customer care le track garyo.,daraz.com.np,Beauty & Personal Care,2.0,customer_service,order confirm bhayeko delivery nai aayena customer care track,0
258,Refund approve bhayeko 20 din samma wait gare tara finally aayo.,daraz.com.np,Sports & Outdoors,4.0,customer_service,refund approve bhayeko din samma wait gare finally,0
259,Maile toy order gareko tara battery nai chaina support le replace promise garyo.,daraz.com.np,Books & Stationery,2.0,customer_service,maile toy order battery nai chaina support replace promise,0
260,Daraz customer service ma maile dherai positive experience paye.,daraz.com.np,Health & Wellness,5.0,customer_service,daraz customer service maile dherai positive experience paye,0
261,Maile jacket order gareko tara zipper stuck cha return ko lagi contact gareko.,daraz.com.np,Groceries,1.0,customer_service,maile jacket order zipper stuck return contact,0
262,Payment issue solve garna support team le 10 minute ma help garyo.,daraz.com.np,Automotive,4.0,customer_service,payment issue solve garna support team minute help,0
263,Delivery delay ko lagi sorry bhani coupon diyeko customer care le.,daraz.com.np,Electronics,3.0,customer_service,delivery delay sorry bhani coupon diyeko customer care,0
264,Wrong size aayo maile support ma photo pathaera exchange approve bhayo.,daraz.com.np,Fashion,2.0,customer_service,wrong size maile support photo pathaera exchange approve,0
265,Maile perfume order gareko tara seal broken cha complaint gare refund pathaeko.,daraz.com.np,Home & Kitchen,1.0,customer_service,maile perfume order seal broken complaint gare refund pathaeko,0
266,Agent le polite ra helpful cha maile problem sabai solve bhayo.,daraz.com.np,Mobile Accessories,5.0,customer_service,agent polite helpful maile problem sabai solve,0
267,Order cancel after payment support le instant refund process garyo.,daraz.com.np,Beauty & Personal Care,4.0,customer_service,order cancel payment support instant refund process,0
268,Damaged goods ko lagi insurance claim support team le guide garyo.,daraz.com.np,Sports & Outdoors,3.0,customer_service,damaged goods insurance claim support team guide,0
269,Refund ma VAT issue aayo customer service le clear explanation diyeko.,daraz.com.np,Books & Stationery,2.0,customer_service,refund vat issue customer service clear explanation diyeko,0
270,Daraz ko overall customer service ramro cha ma future ma ni shop garchu.,daraz.com.np,Health & Wellness,5.0,customer_service,daraz overall customer service ramro future shop garchu,0
271,Maile phone order gareko tara delivery ma problem aayo customer service lai call gareko 3 din vayeko cha reply nai aaudaina.,daraz.com.np,Groceries,1.0,customer_service,maile phone order delivery problem customer service call din vayeko reply nai aaudaina,0
272,Refund ko lagi document upload gareko tara status pending matra cha support contact garna paryo tara finally paisa aayo thank you daraz team.,daraz.com.np,Automotive,4.0,customer_service,refund document upload status pending matra support contact garna paryo finally paisa thank daraz team,0
273,Leaves white cast is suitable for summer only,daraz.com.np,Health and Beauty,4.0,product_feedback,leaves white cast suitable summer,2
274,ramro xa glow dinxa skin ma idk abo sasto xa so ramro hoki haina,daraz.com.np,Health and Beauty,4.0,product_feedback,ramro glow dinxa skin idk abo sasto ramro hoki haina,2
275,it leaves white cast if you have dusky skin tone. apart from that it smells really good and the product is good overall.,daraz.com.np,Health and Beauty,4.0,product_feedback,leaves white cast dusky skin tone apart smells really good product good overall,2
276,pretty lightweight but takes time to blend.,daraz.com.np,Health and Beauty,4.0,product_feedback,pretty lightweight takes time blend,2
277,the sunscreen is nice easily blendable but it does leaves white cast,daraz.com.np,Health and Beauty,4.0,product_feedback,sunscreen nice easily blendable leaves white cast,2
278,"Its my 2nd of using this sunscreen and it is very nice,leaves no white cast.It is very lightweight....????????",daraz.com.np,Health and Beauty,4.0,product_feedback,2nd using sunscreen very nice leaves no white cast very lightweight,2
279,"Dry skin ko laagi chai thikai xa, summer lai thik xa bt i dnt think it is good for winter for dry skin",daraz.com.np,Health and Beauty,4.0,product_feedback,dry skin laagi chai thikai summer thik bt dnt think good winter dry skin,2
280,It's good..but didn't suit my skin. It does leave white-cast but can be blend. Good purchase.,daraz.com.np,Health and Beauty,4.0,product_feedback,good didn suit skin leave white cast can blend good purchase,2
281,Loved the texture and worth it. Well packed.,daraz.com.np,Health and Beauty,4.0,delivery,loved texture worth well packed,1
282,"Maan paryo, dry skin lai suit gareko xa??",daraz.com.np,Health and Beauty,4.0,product_feedback,maan paryo dry skin suit,2
283,ramro xa yo blend chi dherai ber garnu pardo raixa,daraz.com.np,Health and Beauty,4.0,product_feedback,ramro blend chi dherai ber garnu pardo raixa,2
284,"it's a good and genuine product, same as a picture and arrived within 2 days",daraz.com.np,Health and Beauty,4.0,delivery,good genuine product same picture arrived within days,1
285,WRONG ORDER!!! Dr jk 1 order garako 4 aayo ane bill ma ni 1 nai lekhako xa,daraz.com.np,Health and Beauty,4.0,delivery,wrong order dr jk order garako ane bill nai lekhako,1
286,all time fav product for my oily skin,daraz.com.np,Health and Beauty,3.0,product_feedback,time fav product oily skin,2
287,Using this for months. didn't liked the whitecast and peeling i use this when i'm home. consistency is nice and smell too. the problem is peeling and whitecast.,daraz.com.np,Health and Beauty,3.0,product_feedback,using months didn liked whitecast peeling use home consistency nice smell too problem peeling whitecast,2
288,This is pretty nice but the white cast it leaves if not nice,daraz.com.np,Health and Beauty,3.0,product_feedback,pretty nice white cast leaves not nice,2
289,leaves white cast doesn't blend that smoothly,daraz.com.np,Health and Beauty,3.0,product_feedback,leaves white cast doesn blend smoothly,2
290,sunscream ramro xa lagaune bitkoi face white hunxa ramro banauxa but I dont know why lagaako kahi min paxi face ma wite cast jasto seto auxa ????ani aliti heavy heavy feel pani hunxa face ma makeup lagaye jasto ??,daraz.com.np,Health and Beauty,3.0,product_feedback,sunscream ramro lagaune bitkoi face white ramro banauxa dont know lagaako kahi min paxi face wite cast jasto seto auxa aliti heavy heavy feel face makeup lagaye jasto,2
291,"Definitely not for me, it left a white cast and didn't blend well,I wouldn't recommend this if you have dry skin.",daraz.com.np,Health and Beauty,3.0,product_feedback,definitely not left white cast didn blend well wouldn recommend dry skin,2
292,I don't know if it's because of my dry skin but it leaves too much whiteness.,daraz.com.np,Health and Beauty,3.0,product_feedback,don know dry skin leaves too much whiteness,2
293,"This sunscreen is a good one with decent quantity for a decent price. However, if your skin type is dry, this would not be a good choice. Oily skin people, go for it. Dry skin people, give it a bit more thought before purchasing. Talking about the delivery, it was smooth and the bottle was packed properly ensuring no leakage. Yeah that's it for the review.",daraz.com.np,Health and Beauty,3.0,product_feedback,sunscreen good one decent quantity decent price however skin type dry would not good choice oily skin people go dry skin people give bit more thought purchasing talking delivery smooth bottle packed properly ensuring no leakage yeah review,2
294,Its nice but it does leave white cast and it is not much suitable for dry skin??,daraz.com.np,Health and Beauty,3.0,product_feedback,nice leave white cast not much suitable dry skin,2
295,"Just revived my parcel today after 5 days of doing the payment. Packaging was good, sealed and was not leaking at all. Still havent got time to try it, so cant say much. If works out best for my skin then will purchase again in the future.",daraz.com.np,Health and Beauty,3.0,delivery,just revived parcel today days payment packaging good sealed not leaking still haven got time try can say much works best skin will purchase again future,1
296,Hologram ni xaina .barcode pani different xa .original ho jasto lagena sorry ??,daraz.com.np,Health and Beauty,3.0,product_feedback,hologram xaina barcode different original jasto lagena sorry,2
297,Good product.Leave little bit white cast,daraz.com.np,Health and Beauty,3.0,product_feedback,good product leave little bit white cast,2
298,It's not same which i was using before as per label .,daraz.com.np,Health and Beauty,3.0,product_feedback,not same using per label,2
299,I bought it before from daraz in much expensive price But for cheaper price this is not good or worthy It is not good quality as much as compared to the other one Dissatisfied ????????,daraz.com.np,Health and Beauty,3.0,product_feedback,bought daraz much expensive price cheaper price not good worthy not good quality much compared one dissatisfied,2
300,packaging ramro navaye ni product chai ramro xa,daraz.com.np,Health and Beauty,3.0,delivery,packaging ramro navaye product chai ramro,1
301,works good for me but my family gets rashes. Not the best one,daraz.com.np,Health and Beauty,3.0,product_feedback,works good family gets rashes not best one,2
302,it was good but it makes face oily and go black later with the sweat,daraz.com.np,Health and Beauty,3.0,product_feedback,good makes face oily go black later sweat,2
303,"No white cast, but the consistency is thin",daraz.com.np,Health and Beauty,3.0,product_feedback,no white cast consistency thin,2
304,too much oliy for my skin,daraz.com.np,Health and Beauty,3.0,product_feedback,too much oliy skin,2
305,Leaves white cast . Price wise it is cheaper but so so product. #image_review,daraz.com.np,Health and Beauty,3.0,product_feedback,leaves white cast price wise cheaper product image review,2
306,leaves a terrible white cast,daraz.com.np,Health and Beauty,3.0,product_feedback,leaves terrible white cast,2
307,overall it's good but leaves. little white cast on dark skin,daraz.com.np,Health and Beauty,3.0,product_feedback,overall good leaves little white cast dark skin,2
308,"It's already been 1 month using it and I haven't seen any changes till yet. Just to know the result, I used to apply it only on my left hand's fore arm but noooo differenceeee yk. However it may protecting my skin from harmful radiations idk and also it doesn't leave white patches so yea rating ???",daraz.com.np,Health and Beauty,3.0,product_feedback,already month using haven seen changes till yet just know result used apply left hand fore arm noooo differenceeee yk however may protecting skin harmful radiations idk also doesn leave white patches yea rating,2
309,not good for dark skin it leaves white cast,daraz.com.np,Health and Beauty,3.0,product_feedback,not good dark skin leaves white cast,2
310,to be honest mero skin ma chai white cast xodyo mero skin dark ni xaina fair nai xa tei ni white cast xodyo ???? #review_wrapup,daraz.com.np,Health and Beauty,3.0,product_feedback,honest mero skin chai white cast xodyo mero skin dark xaina fair nai tei white cast xodyo review wrapup,2
311,I ordered jk1 and got jk4. Anyways I will try this.,daraz.com.np,Health and Beauty,3.0,delivery,ordered jk1 got jk4 anyways will try,1
312,nice product but white casting if you have dark skin,daraz.com.np,Health and Beauty,3.0,product_feedback,nice product white casting dark skin,2
313,I recommend dont if you have extremely dry skin especially during winter. It was quite good during summer.,daraz.com.np,Health and Beauty,3.0,product_feedback,recommend don extremely dry skin especially winter quite good summer,2
314,product wasn't of secret island.,daraz.com.np,Health and Beauty,3.0,delivery,product wasn secret island,1
315,I expected it to be waterproof but sadly it wasn't. It also leaves quite a white cast and when on a sunny day the cast can become very visible.,daraz.com.np,Health and Beauty,3.0,product_feedback,expected waterproof sadly wasn also leaves quite white cast sunny day cast can become very visible,2
316,This sunscreen is better than any other ..i recommend this..but Its not same as i was using before as per label !!,daraz.com.np,Health and Beauty,3.0,product_feedback,sunscreen better than recommend not same using per label,2
317,"If you sweat alot. This one is not for you. I don't think this sunscreen is sweat and water resistant. Consistency is good for oily skin. Might be good for winter though, not sure.",daraz.com.np,Health and Beauty,3.0,product_feedback,sweat alot one not don think sunscreen sweat water resistant consistency good oily skin might good winter though not sure,2
318,"I received my package safely on expected time. However, I'm a bit confused about the expiration date because there are two different indications. One suggests that the product is valid for 12 months after opening, while the other, found at the bottom of the bottle, states an expiration date of 2026. Personally, I believe that the 12-month validity after opening is the correct one, and the expiration date printed at the bottom might be inaccurate or misleading.",daraz.com.np,Health and Beauty,3.0,product_feedback,received package safely expected time however bit confused expiration date two different indications one suggests product valid months opening found bottom bottle states expiration date personally believe month validity opening correct one expiration date printed bottom might inaccurate misleading,2
319,brightens my skin but doesn't work as a good sunblock,daraz.com.np,Health and Beauty,3.0,product_feedback,brightens skin doesn work good sunblock,2
320,Thikai lagyo moisturizer lagaye pachi chai majale blend hune rahecha white cast ni basena but pasina aye pachi chai sunscreen nai bagaune rahecha tyo chai alik maanparena ??,daraz.com.np,Health and Beauty,3.0,product_feedback,thikai lagyo moisturizer lagaye pachi chai majale blend rahecha white cast basena pasina aye pachi chai sunscreen nai bagaune rahecha chai alik maanparena,2
321,I had ordered Dr.Jk 1 but I got Dr.Jk 4 but fine??,daraz.com.np,Health and Beauty,3.0,delivery,ordered dr jk got dr jk fine,1
322,not for hot and humid climate,daraz.com.np,Health and Beauty,3.0,product_feedback,not hot humid climate,2
323,"The seller told me their product have Secret Island printed on the bottle, but the bottle I received is different from what I got before. Don't know which one is original and Pax Moly is korean and Secret Island is thai so how is it possible the product Secret Island printed on it",daraz.com.np,Health and Beauty,3.0,product_feedback,seller told product secret island printed bottle bottle received different got don know one original pax moly korean secret island thai possible product secret island printed,2
324,"Worst packaging......??, Infact Product was safe and nicely delivered ??.....",daraz.com.np,Health and Beauty,3.0,delivery,worst packaging infact product safe nicely delivered,1
325,Doesn't work for dry skin. May be good for normal to oily skin and fair skin. leaves no white cast,daraz.com.np,Health and Beauty,3.0,product_feedback,doesn work dry skin may good normal oily skin fair skin leaves no white cast,2
326,Please tell us what needs to be improved.,daraz.com.np,Health and Beauty,2.0,customer_service,please tell us needs improved,0
327,such a bad product. It leaves behind a stubborn whitecast which is already hard to get rid of and if you sweat even a little bit then more white color comes out????,daraz.com.np,Health and Beauty,1.0,product_feedback,bad product leaves behind stubborn whitecast already hard get rid sweat even little bit more white color comes,2
328,the delivery girl was so rude,daraz.com.np,Health and Beauty,2.0,delivery,delivery girl rude,1
329,"this is one of the worst sunscreen I've ever used.I don't know how this sunscreen has so many good reviews. leaves white cast all over the face, makes skin looks super oily, basically makes you look like a ghost. please don't buy this sunscreen",daraz.com.np,Health and Beauty,1.0,product_feedback,one worst sunscreen ve ever used don know sunscreen many good reviews leaves white cast face makes skin looks super oily basically makes look like ghost please don buy sunscreen,2
330,malai chai khasai ramro lagena. lako ekai xin ma sabai utriyo mero combination skin xa khasai khapena malai chai,daraz.com.np,Health and Beauty,1.0,product_feedback,malai chai khasai ramro lagena lako ekai xin sabai utriyo mero combination skin khasai khapena malai chai,2
331,"Leakage. Bad packaging. Please improve your packaging, use box",daraz.com.np,Health and Beauty,1.0,delivery,leakage bad packaging please improve packaging use box,1
332,You cheated on me maile 2 ta magaeko thiyen bt couldn't receive and my brother did it for me. 1 ta matra aeko cha bt paisa 2tai ko leko cha. I want my money back or send me the item again,daraz.com.np,Health and Beauty,1.0,customer_service,cheated maile magaeko thiyen bt couldn receive brother matra aeko bt paisa 2tai leko want money back send item again,0
333,this is duplicate item the original comes with silver cap its golden please send original one,daraz.com.np,Health and Beauty,1.0,customer_service,duplicate item original comes silver cap golden please send original one,0
334,It's my 3rd purchase and I am fully satisfied with the product. It's budget friendly. deliver was fast and the delivery person was also friendly.??,daraz.com.np,Health and Beauty,5.0,delivery,3rd purchase fully satisfied product budget friendly deliver fast delivery person also friendly,1
335,Fast delivery' will review about it after using it. As always the packaging and delivery is always trustable and great of the seller.,daraz.com.np,Health and Beauty,5.0,delivery,fast delivery will review using always packaging delivery always trustable great seller,1
336,nice packaging and good quality product,daraz.com.np,Health and Beauty,5.0,delivery,nice packaging good quality product,1
337,Finally I got my sunscreen and packaging was good and lets see it will shot my skin or not ??,daraz.com.np,Health and Beauty,5.0,delivery,finally got sunscreen packaging good let see will shot skin not,1
338,Received without any damage. Thanks for the free gift (Vitamin CEB Toner),daraz.com.np,Health and Beauty,5.0,delivery,received without damage thanks free gift vitamin ceb toner,1
339,i received my product in good condition and thanks a lot for gift and delivery brother was so good ??????,daraz.com.np,Health and Beauty,5.0,delivery,received product good condition thanks lot gift delivery brother good,1
340,got my stuff so fine.. delivery is also fast. it's a good product.,daraz.com.np,Health and Beauty,5.0,delivery,got stuff fine delivery also fast good product,1
341,maile yo product hijo nai receive gareko ani mAh use garer review dinxu socheko thiyo kasto ramro moisturizer xa k dry and sensitive skin ko lagi mero ma kasto instant glow deko yo moisturizer cream le,daraz.com.np,Health and Beauty,5.0,product_feedback,maile product hijo nai receive mah use garer review dinxu socheko kasto ramro moisturizer dry sensitive skin mero kasto instant glow deko moisturizer cream,2
342,the best product for my oily acne prone skin iam using my second tube,daraz.com.np,Health and Beauty,5.0,product_feedback,best product oily acne prone skin iam using second tube,2
343,Thikai matra ho. Euta pack ni sakeko chaina. 2-4 months pachi thaha hunchha if it was working.,daraz.com.np,Health and Beauty,5.0,product_feedback,thikai matra euta pack sakeko chaina months pachi thaha hunchha working,2
344,Ramro X Tara eakdamai sano x product chai,daraz.com.np,Health and Beauty,5.0,product_feedback,ramro eakdamai sano product chai,2
345,"Really good product, free from harmful chemicals and fragrance thus making it very good for people with sensitive skin.",daraz.com.np,Health and Beauty,5.0,product_feedback,really good product free harmful chemicals fragrance thus making very good people sensitive skin,2
346,Its great for dry and damages skin. Its very soothing and great for dry but acne prone skin. Loved it. Still it would be great if 100ml was available.. its been 2 week and its about to finish already,daraz.com.np,Health and Beauty,5.0,product_feedback,great dry damages skin very soothing great dry acne prone skin loved still would great 100ml available week finish already,2
347,packaging was great . The store providing the product deserves five star for packaging .,daraz.com.np,Health and Beauty,5.0,delivery,packaging great store providing product deserves five star packaging,1
348,yess its a best thing to purchase for your sensitive skin guys!! trust me 1 pack sakkiyo aba arko magauna lako....mero skin ma jun lagauda ni pimples aauthyo this one works hai...love it,daraz.com.np,Health and Beauty,5.0,product_feedback,yess best thing purchase sensitive skin guys trust pack sakkiyo aba arko magauna lako mero skin jun lagauda pimples aauthyo one works love,2
349,"My damaged sensitive skin is loving this moisturizer , its so soothing",daraz.com.np,Health and Beauty,5.0,product_feedback,damaged sensitive skin loving moisturizer soothing,2
350,I love the lightweight non greasy texture It absorbs quickly and works well,daraz.com.np,Health and Beauty,5.0,product_feedback,love lightweight non greasy texture absorbs quickly works well,2
351,great product result shown within a few days of usage,daraz.com.np,Health and Beauty,5.0,product_feedback,great product result shown within days usage,2
352,It's so light weight if you have oily skin go for it ??,daraz.com.np,Health and Beauty,5.0,product_feedback,light weight oily skin go,2
353,serivce is very fast and product also very good so i recommend to everyone.,daraz.com.np,Health and Beauty,5.0,customer_service,serivce very fast product also very good recommend everyone,0
354,Reviewing after use..oil free but strong smell,daraz.com.np,Health and Beauty,5.0,product_feedback,reviewing use oil free strong smell,2
355,"Not good for dry, sensitive skin. It made my skin more red, bumpy, and irritated. Instead of helping, it actually made my breakout w",daraz.com.np,Health and Beauty,5.0,product_feedback,not good dry sensitive skin made skin more red bumpy irritated instead helping actually made breakout,2
356,just got it . delivery is so fast. seems like nice product.,daraz.com.np,Health and Beauty,5.0,delivery,just got delivery fast seems like nice product,1
357,Product is good but servive is one thing thàt should be improved . literally took 1 day for reply for my questions .,daraz.com.np,Health and Beauty,5.0,customer_service,product good servive one thing th should improved literally took day reply questions,0
358,use gardai xuh kasto xah 1 week vaihalo result aako xaina paxi aaula result,daraz.com.np,Health and Beauty,5.0,customer_service,use gardai xuh kasto xah week vaihalo result aako xaina paxi aaula result,0
359,Ramro thyo delivery Pani 2 din Mai vayo Kathmandu bata ani packaging Pani ekdami safety sath Ra ramro ni thyo ani products chai jhan ramro hai love it,daraz.com.np,Health and Beauty,5.0,delivery,ramro delivery din mai kathmandu packaging ekdami safety sath ramro products chai jhan ramro love,1
360,delivery fast xa behaviour pni ramro xa,daraz.com.np,Health and Beauty,5.0,delivery,delivery fast behaviour pni ramro,1
361,Liked the moisturizer but I didn't like the smell so yes can give a try,daraz.com.np,Health and Beauty,5.0,product_feedback,liked moisturizer didn like smell yes can give try,2
362,Ngl but this is so good! Yesto dry skin thyo ni mero yo cream lako 2 days maii there were no signs of drynesss,daraz.com.np,Health and Beauty,5.0,product_feedback,ngl good yesto dry skin mero cream lako days maii no signs drynesss,2
363,Its orginal or dublicate products? I got confused!,daraz.com.np,Health and Beauty,5.0,product_feedback,orginal dublicate products got confused,2
364,I think its good for oily skin the texture is light and easily absorb,daraz.com.np,Health and Beauty,5.0,product_feedback,think good oily skin texture light easily absorb,2
365,third purchase I love its texture and everything,daraz.com.np,Health and Beauty,5.0,product_feedback,third purchase love texture everything,2
366,it works for me it's not that hydrating if you have very dry and flaky skin but if you have barrier damage it works well it helped my acne so much ordered it again.,daraz.com.np,Health and Beauty,4.0,product_feedback,works not hydrating very dry flaky skin barrier damage works well helped acne much ordered again,2
367,"Got the product weeks ago..,works just fine for my skin..",daraz.com.np,Health and Beauty,4.0,product_feedback,got product weeks ago works just fine skin,2
368,great formulation for barrier repair but feels greasy good for this price,daraz.com.np,Health and Beauty,4.0,product_feedback,great formulation barrier repair feels greasy good price,2
369,Packaging and product came undamaged and as shown in picture. Havent tried yet,daraz.com.np,Health and Beauty,4.0,product_feedback,packaging product came undamaged shown picture haven tried yet,2
370,Got this not in pump will review after use,daraz.com.np,Health and Beauty,4.0,product_feedback,got not pump will review use,2
371,Good but not good for very dry skins,daraz.com.np,Health and Beauty,4.0,product_feedback,good not good very dry skins,2
372,niceeee product very good for skin love it,daraz.com.np,Health and Beauty,3.0,product_feedback,niceeee product very good skin love,2
373,"ani product tube ma xa aaunu chai yesto aayo, 7 ota saman daraz bata yespali order garekoma yesma chai dissapoint vaye hai",daraz.com.np,Health and Beauty,3.0,product_feedback,product tube aaunu chai yesto ota saman daraz yespali order garekoma yesma chai dissapoint vaye,2
374,"Product itself is good, as it's the one I use regularly. But with this seller I received the squeeze type, not the better pump tube (which they show in the product images). Please add correct images, or atleast give the option to choose the tube type.",daraz.com.np,Health and Beauty,3.0,delivery,product good one use regularly seller received squeeze type not better pump tube show product images please add correct images atleast give option choose tube type,1
375,This product is not good. It caused pimples and a skin reaction on my face. Please dont buy this product.,daraz.com.np,Health and Beauty,1.0,product_feedback,product not good caused pimples skin reaction face please don buy product,2
376,Just received it . It doesnt come with a box so its sketchy,daraz.com.np,Health and Beauty,2.0,delivery,just received doesn come box sketchy,1
377,this is not the product. The picture and the item dont match. NOT COOL DERMA CO,daraz.com.np,Health and Beauty,1.0,delivery,not product picture item don match not cool derma co,1
378,Pump was not there as shown in the pic,daraz.com.np,Health and Beauty,2.0,delivery,pump not shown pic,1
379,"Light weight xa , skin barrier ko lagi best ho",daraz.com.np,Health and Beauty,5.0,product_feedback,light weight skin barrier best,2
380,Its good moisturizer for dry to normal skin.,daraz.com.np,Health and Beauty,5.0,product_feedback,good moisturizer dry normal skin,2
381,"I ordered a moisturiser that was on tube type, but i got on another tube, but i have previously used this moisturiser, and it is good for damaged skin barrier.",daraz.com.np,Health and Beauty,5.0,delivery,ordered moisturiser tube type got another tube previously used moisturiser good damaged skin barrier,1
382,This moisturizer is one the best very lightweight and effective ??,daraz.com.np,Health and Beauty,5.0,product_feedback,moisturizer one best very lightweight effective,2
383,"I recently bought this moisturizer from Daraz, and honestly  it has become my absolute favorite during my healing journey. ??? My skin had been through a rough patch with barrier damage, dryness, and sensitivity. I was desperately looking for something gentle yet effective  and this one delivered! The texture is super lightweight, non-greasy, and absorbs like a dream. No sticky feeling at all, just soft, nourished skin. What I love most is how calming and soothing it feels. With consistent use, Ive noticed my skin feels hydrated all day, less irritated, and just overall healthier. It pairs really well with the rest of my routine too  no pilling or clashes. Ive tried many moisturizers, but this one stood out because it didnt just sit on my skin  it repaired it. The ceramides and niacinamide in it actually helped rebuild my skin barrier and brought my glow back. ???? If you're someone whos struggling with dryness, a damaged barrier, or just wants a no-nonsense, effective moisturiser Id highly recommend giving this one a try. Im so glad I trusted this  worth every rupee! ?? Rating: 5/5 from me!",daraz.com.np,Health and Beauty,5.0,product_feedback,recently bought moisturizer daraz honestly become absolute favorite healing journey skin rough patch barrier damage dryness sensitivity desperately looking something gentle yet effective one delivered texture super lightweight non greasy absorbs like dream no sticky feeling just soft nourished skin love calming soothing feels consistent use ve noticed skin feels hydrated day less irritated just overall healthier pairs really well rest routine too no pilling clashes ve tried many moisturizers one stood didn just sit skin repaired ceramides niacinamide actually helped rebuild skin barrier brought glow back re someone struggling dryness damaged barrier just wants no nonsense effective moisturiser highly recommend giving one try glad trusted worth every rupee rating,2
384,Best one for my skin!! healed in almost 1week,daraz.com.np,Health and Beauty,5.0,product_feedback,best one skin healed almost 1week,2
385,"well packed, got delivered on time, thanks daraz.",daraz.com.np,Health and Beauty,5.0,delivery,well packed got delivered time thanks daraz,1
386,Packaging looks good cant wait to try ??,daraz.com.np,Health and Beauty,5.0,delivery,packaging looks good can wait try,1
387,"Easy to handle and got exact amount of quantity of moisturizer,so love it",daraz.com.np,Health and Beauty,5.0,product_feedback,easy handle got exact amount quantity moisturizer love,2
388,The delivery was very fast.,daraz.com.np,Health and Beauty,5.0,delivery,delivery very fast,1
389,I am gonna buy this again,daraz.com.np,Health and Beauty,5.0,product_feedback,gonna buy again,2
390,tube bhako aayana photo euta saman arko,daraz.com.np,Health and Beauty,5.0,product_feedback,tube bhako aayana photo euta saman arko,2
391,it's nice I use easily objub and suit my skil . acne and oill skin is perfectly suitable yesko basna chai medicine KO jsto aaux but use Garda halka mai aaux otherwise nice,daraz.com.np,Health and Beauty,5.0,product_feedback,nice use easily objub suit skil acne oill skin perfectly suitable yesko basna chai medicine jsto aaux use garda halka mai aaux otherwise nice,2
